repository	commit	blob	path	kind	status	review_method	finding_ids	notes
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	cdd3a1521db84c96c8e5b56a44cb46615200fca1	src/app/api/auth/apple/mobile/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	f2fa201781828e9cc8d922d044d2024999db80ad	src/app/api/auth/email/__tests__/route.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	2826139865305122fd53287f41037be3e9a9d890	src/app/api/auth/email/confirm/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	cd3bdea37688fc544151810f52136ee5836bd230	src/app/api/auth/email/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	bb62c0b9deebb4b4702d79928ba6eab42b3982cc	src/app/api/auth/google/__tests__/googleOauthRoutes.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	de83285ae36e5a780c404112402304dafb26a18f	src/app/api/auth/google/callback/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	6f6d2b7cf4dbf64fae61ddcd62ac178dbe5debe3	src/app/api/auth/google/mobile/__tests__/googleMobileRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	ee7e9d9c85329f3b6e52c28e0e4bc7fa4829aff2	src/app/api/auth/google/mobile/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	0161ee71be93c0d3a58c559dfa1e1945f3d08293	src/app/api/auth/google/start/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	f6f2a7c8ded6c3691c9315e69fe2e8b9ddd1365c	src/app/api/auth/login/route.ts	api-route	needs-followup	Targeted static auth review plus Android-to-local-API runtime	SEC-036,SEC-037	Confirmed account commit before email failure and full unverified session access; whole-file review pending.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	48b57315c96d6714bd71556f3d9ff24544a731b0	src/app/api/auth/logout/route.ts	api-route	needs-followup	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, and failure handling	SEC-010	Route is direct evidence for existing audit finding(s).
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	50bf5955cc50412386867ea43bf951475389e40b	src/app/api/auth/me/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	4b897d15951f8c747d98de41d07eb7e02a331d7b	src/app/api/auth/mfa/login/confirm/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	a7063b3ebf18b7bc34df52ca5194f3c46d36498e	src/app/api/auth/mfa/phone/confirm/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	e7b1a34240defc920ddb8548216474bc6fa4fc7a	src/app/api/auth/mfa/phone/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	25e7b7edcf507bcb3809c01e4e7013c995f837cf	src/app/api/auth/mfa/phone/start/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	cbd614dd00319092291db15f2f60504c4626a4dd	src/app/api/auth/mfa/setup/confirm/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	3c259d128b0d3e9750f8f4201e895b8c05cb4f5a	src/app/api/auth/mfa/setup/qr/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	98de623d4760f503e70fa72f2c8904706c6cdda4	src/app/api/auth/mfa/setup/start/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	c80f7cefae5e46f9ce351c92585c24459d947e13	src/app/api/auth/mfa/totp/confirm/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	c93719698c8076f459f240123672564ae2cdb030	src/app/api/auth/mfa/totp/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	eb2858fdf6c114d588863c56577b3c6545995d55	src/app/api/auth/mfa/totp/start/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	3fc1546ca85d20a2b040712d732f29e1e78701f8	src/app/api/auth/password/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	a16d644a05f4351ef6284cc95ebfb67ee62bf0e1	src/app/api/auth/register/route.ts	api-route	needs-followup	Targeted static auth review plus Android-to-local-API runtime	SEC-036,SEC-037	Confirmed account commit before email failure and full unverified session access; whole-file review pending.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	3146e2ffb420372e78df56538fb28638f07e45ba	src/app/api/auth/verify/__tests__/route.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	da3f4798cff75820e128a84e71829dac6e7b64d9	src/app/api/auth/verify/confirm/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	16ed80721442e4ccbea91de1b294c3d49ac0d30e	src/app/api/auth/verify/resend/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	874517afa6f2400493928d34ff5aa1845e79b364	src/app/api/auth/watch/exchange/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	be363e4ad14c1069a6ca912f2996c612724017eb	src/app/api/auth/watch/setup/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	5bd3d0f0716c175a9451e724d1bd9f0ac803d217	src/app/api/avatars/initials/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	c6fc68663f65ed44218a49b1af5c7076df4b7e8d	src/app/api/billing/__tests__/billsRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	52fbd0d283b40b8cac04e8440f35536fc277f9e9	src/app/api/billing/__tests__/checkoutQrRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	ada69c22717979face92aeac464eb6f1f2aca840	src/app/api/billing/__tests__/createBillingIntentRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	2abd0c69fd6821696c60725b0e3e9daa46250d89	src/app/api/billing/__tests__/discountPreviewRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	3b3b5d8ae7a30479e37fc378b28470e0d02a5840	src/app/api/billing/__tests__/paymentIntentFeeRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	67ab332b588eb9baa8750a6a14b0316d658407cb	src/app/api/billing/__tests__/purchaseIntentDestinationChargeRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	64c1e9d70b384fe4ccc76f62416c70d9b80c2455	src/app/api/billing/__tests__/purchaseIntentDuplicateEventRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	37d0715971e413be300bb77abd3b0efaf8548ae5	src/app/api/billing/__tests__/purchaseIntentRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	fc7ab2b54930a9e156d8f5c98177079f1349d64a	src/app/api/billing/__tests__/purchaseIntentTeamRegistrationRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	83a620c7ba4580df40d3345398b3e75e47a1bfb4	src/app/api/billing/__tests__/refundAllRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	a4ec8604c7f3b812e61b83f9ab46f9c59a8a1dcb	src/app/api/billing/__tests__/refundRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	ac07e01d7f17240f0d7e023e6feddc112593b09f	src/app/api/billing/__tests__/rentalLockRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	63adf971c5af4bf6af776a7dcc0e3430fe253611	src/app/api/billing/__tests__/webhookRoute.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	049aee10c228b8d9671f504c2d4a5197bfc1cda7	src/app/api/billing/billing-intent/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	049aee10c228b8d9671f504c2d4a5197bfc1cda7	src/app/api/billing/billing_intent/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	6548f1f87d05c19abeef450ce6377728d9bca1a1	src/app/api/billing/bills/[id]/payment-plan/cancel/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	0410c3e9bf35893b268fe4a6d5c8d550bc94bf43	src/app/api/billing/bills/[id]/payments/[paymentId]/cancel/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	698c3890c8c77959d288eef481cdc1bcccaa531a	src/app/api/billing/bills/[id]/payments/[paymentId]/processing/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	86f8a4e5fbea6ab6f91398772e1e65f7757f6363	src/app/api/billing/bills/[id]/payments/[paymentId]/proof/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	921851ad590fe8002eee23415c67ad3776847f6f	src/app/api/billing/bills/[id]/payments/[paymentId]/proofs/[proofId]/review/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	82340f88eea4d4939bf95447490013d9b9fcaa47	src/app/api/billing/bills/[id]/payments/[paymentId]/refund/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	a617fb2fe282e50be7f9d4fd9a146d34531d6833	src/app/api/billing/bills/[id]/payments/route.ts	api-route	needs-followup	Targeted static security data-flow and source-of-truth trace	SEC/DATA/OPS findings in README	Concrete behavior proven; full-file review and runtime/adversarial verification still required.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	f6f8cf189ef58a0ac3b9afdb4423ae8f6301c00a	src/app/api/billing/bills/[id]/route.ts	api-route	needs-followup	Targeted static security data-flow and source-of-truth trace	SEC/DATA/OPS findings in README	Concrete behavior proven; full-file review and runtime/adversarial verification still required.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	58d67879812a6c23674e8fd3f0568b1ebe88eef0	src/app/api/billing/bills/[id]/split/route.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	8c4656d3c0acbace5f535bf2dfc147372bc64150	src/app/api/billing/bills/[id]/split/route.ts	api-route	needs-followup	Targeted static security/data/tooling review	SEC-028,SEC-030,SEC-031,SEC-032,SEC-033,SEC-034,OPS-002,OPS-003,DATA-013,TEST-001	Confirmed targeted finding; exhaustive whole-file/context review remains incomplete.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	87b599ac1b6b8aac2195a3a8bbc4f7afa283d2ac	src/app/api/billing/bills/route.ts	api-route	needs-followup	Targeted static security data-flow and source-of-truth trace	SEC/DATA/OPS findings in README	Concrete behavior proven; full-file review and runtime/adversarial verification still required.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	81981abc6385fde0c29c5e9a1c182fa4b917b149	src/app/api/billing/checkout-qr/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	30ef5ffec03ccc27dbe428044bf3c2b72cb3a9c7	src/app/api/billing/create_billing_intent/route.ts	api-route	needs-followup	Targeted static security data-flow and source-of-truth trace	SEC/DATA/OPS findings in README	Concrete behavior proven; full-file review and runtime/adversarial verification still required.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	7d580c348313d871b3585689912a28d0d78d25f3	src/app/api/billing/create_purchase_intent/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	781bc1aff9abce8179fe7bd0416f946d5ddf9888	src/app/api/billing/customer/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	e3bf1300bc8bcac06e8ae45264c517ddd208dd00	src/app/api/billing/discount-preview/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	70ce7380b70c89c1cacf0fc5e55c9dc638244a8f	src/app/api/billing/host/__tests__/callback.route.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	27a6fd2c6253d05473a23e01b21eb9482fc363a6	src/app/api/billing/host/__tests__/connect.route.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	402fc685ce75c904ef7460117a38e36e501c9795	src/app/api/billing/host/__tests__/onboarding-link.route.test.ts	test	static-reviewed	Corpus-wide static review of test titles, assertions, skip/focus state, timer restoration, mocks, fixtures, route contracts, and failure-path coverage		Reviewed 386 remaining Jest/Playwright test, fixture, factory, mock, and setup files. Only conditional Google Maps coverage is skipped when its key is absent; fake-timer suites restore timers. Known coverage gaps remain documented separately.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	62c1505d94107638fd54fbaffbc3cdf879bf2c19	src/app/api/billing/host/callback/route.ts	api-route	static-reviewed	Static API-route review of authentication/authorization, validation, mutation scope, pagination, response privacy, external calls, and failure handling		Reviewed route handlers through corpus-wide method/auth, mass-assignment, unbounded-query, dynamic-fetch, secret-log, and error-boundary scans; no additional distinct finding.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	7af00f654e307fe92ef12c2f7e0ab9912071747e	src/app/api/billing/host/connect/route.ts	api-route	needs-followup	Targeted static security data-flow and source-of-truth trace	SEC/DATA/OPS findings in README	Concrete behavior proven; full-file review and runtime/adversarial verification still required.
